Index,X,Y,Species,DBH,Age,a,b,Height
1,11.8363916015625,28.84802734375,1,7.97993102850753,4,8.26000022888184,0.532599985599518,348.265608658551
2,7.81056213378906,26.7296069335938,1,8.04599311170816,4,8.26000022888184,0.532599985599518,349.985976096089
3,-18.6632080078125,-9.24552124023437,1,8.08957202080415,4,8.26000022888184,0.532599985599518,351.120586877499
4,-18.66294921875,-32.5157763671875,1,8.02229522115204,4,8.26000022888184,0.532599985599518,349.368897303005
5,18.1055407714844,3.13320922851563,1,7.99421400269586,4,8.26000022888184,0.532599985599518,348.637601054245
6,-10.1813623046875,-38.855673828125,1,8.00104798764791,4,8.26000022888184,0.532599985599518,348.815580758674
7,-27.5135278320313,-47.1863720703125,1,8.01645237650013,4,8.26000022888184,0.532599985599518,349.216743860977
8,9.96596130371094,19.681533203125,1,8.06034567277676,4,8.26000022888184,0.532599985599518,350.359678753789
9,-7.94424438476563,49.4282373046875,1,8.05461436621735,4,8.26000022888184,0.532599985599518,350.210453376951
10,-48.4560009765625,3.8909033203125,1,8.09155197168802,4,8.26000022888184,0.532599985599518,351.172131584482
11,-31.6006787109375,24.3517260742188,1,8.01936219468532,4,8.26000022888184,0.532599985599518,349.29251885794
12,7.0986669921875,-0.198799133300781,1,8.0195595606019,4,8.26000022888184,0.532599985599518,349.297658459372
13,49.198271484375,-34.097197265625,1,7.9862530557458,4,8.26000022888184,0.532599985599518,348.430265172454
14,35.2415698242188,40.7806860351563,1,8.07754486597819,4,8.26000022888184,0.532599985599518,350.807470969299
15,-21.6928173828125,-11.7267309570313,1,8.06936375737468,4,8.26000022888184,0.532599985599518,350.59447443941
16,-36.7220385742188,43.070244140625,1,8.00277236506781,4,8.26000022888184,0.532599985599518,348.860488489503
17,26.1066674804688,-16.1860754394531,1,8.02124160436713,4,8.26000022888184,0.532599985599518,349.341460353449
18,11.8389782714844,-46.126328125,1,7.98306855361336,4,8.26000022888184,0.532599985599518,348.347325697341
19,21.640107421875,-29.57537109375,1,8.10010253422431,4,8.26000022888184,0.532599985599518,351.394726322188
20,29.5145141601562,-18.3181091308594,1,8.11083368938412,4,8.26000022888184,0.532599985599518,351.674076769443
21,-30.2717822265625,40.3814990234375,1,8.09210575490749,4,8.26000022888184,0.532599985599518,351.186548328112
22,-39.327109375,26.06580078125,1,7.9703556917496,4,8.26000022888184,0.532599985599518,348.016211860181
23,-18.0880834960937,-40.5028076171875,1,8.09580775810345,4,8.26000022888184,0.532599985599518,351.282922432007
24,9.41970825195313,-40.5158984375,1,8.05076999645996,4,8.26000022888184,0.532599985599518,350.110355978147
25,-9.99389282226563,23.836337890625,1,8.08592892059795,4,8.26000022888184,0.532599985599518,351.025743759613
26,0.399452209472656,-2.58740600585937,1,8.05513189538221,4,8.26000022888184,0.532599985599518,350.223928370126
27,25.077138671875,-24.00265625,1,7.97158664641388,4,8.26000022888184,0.532599985599518,348.048273546593
28,-15.9027770996094,3.43590545654297,1,8.10477774892623,4,8.26000022888184,0.532599985599518,351.516431734792
29,-25.4392626953125,45.121259765625,1,7.980941268989,4,8.26000022888184,0.532599985599518,348.291920551091
30,-38.527451171875,-10.8150402832031,1,8.09130748757189,4,8.26000022888184,0.532599985599518,351.165766872595
31,15.4442041015625,-29.095078125,1,8.09114205851579,4,8.26000022888184,0.532599985599518,351.161460215834
32,-34.3421923828125,-13.8517687988281,1,7.97388950719094,4,8.26000022888184,0.532599985599518,348.108253871793
33,27.6424755859375,-22.9403076171875,1,8.02074293092818,4,8.26000022888184,0.532599985599518,349.328474491729
34,-19.5998840332031,48.320986328125,1,8.03831370726058,4,8.26000022888184,0.532599985599518,349.78601564985
35,-26.69494140625,25.0818237304687,1,8.07960643192751,4,8.26000022888184,0.532599985599518,350.861143047154
36,-20.2577661132812,-2.00600051879883,1,8.03780916441947,4,8.26000022888184,0.532599985599518,349.772877870929
37,-24.32896484375,-33.9750756835938,1,7.99724305037932,4,8.26000022888184,0.532599985599518,348.716488153546
38,-22.4134521484375,-44.900537109375,1,8.05932054820313,4,8.26000022888184,0.532599985599518,350.332987961486
39,23.19546875,16.631171875,1,8.0779703126539,4,8.26000022888184,0.532599985599518,350.818547347586
40,-13.5028076171875,44.4886767578125,1,8.01024874138577,4,8.26000022888184,0.532599985599518,349.055191058004
41,-4.67352294921875,46.6816796875,1,8.05450304829772,4,8.26000022888184,0.532599985599518,350.207554969946
42,9.97370910644531,15.0287609863281,1,8.10226058417974,4,8.26000022888184,0.532599985599518,351.45090507408
43,-6.95053833007812,28.5389624023437,1,7.97727064729832,4,8.26000022888184,0.532599985599518,348.196318032601
44,-1.31819915771484,-7.26444213867187,1,7.97745691072519,4,8.26000022888184,0.532599985599518,348.201169358179
45,-7.14608032226563,-4.12630462646484,1,8.06130092005316,4,8.26000022888184,0.532599985599518,350.384550074758
46,-12.3512072753906,17.2325817871094,1,8.02119019248587,4,8.26000022888184,0.532599985599518,349.340121547506
47,-30.2043310546875,-48.5849169921875,1,8.07072892944182,4,8.26000022888184,0.532599985599518,350.630017423033
48,8.427578125,33.08126953125,1,8.02389955454898,4,8.26000022888184,0.532599985599518,349.410675085365
49,-31.5988549804688,27.841484375,1,8.07708194311964,4,8.26000022888184,0.532599985599518,350.795418887555
50,6.690673828125,8.94557983398438,1,8.07502423796301,4,8.26000022888184,0.532599985599518,350.741846765355
51,-19.5063305664062,27.8267260742188,1,7.95391731766223,4,8.26000022888184,0.532599985599518,347.588039118523
52,28.1141259765625,12.178115234375,1,8.08033987165637,4,8.26000022888184,0.532599985599518,350.880237758552
53,-24.04830078125,-22.5396435546875,1,8.03572711284901,4,8.26000022888184,0.532599985599518,349.718663090317
54,44.33171875,5.38489135742187,1,8.02249604348848,4,8.26000022888184,0.532599985599518,349.374126849565
55,26.2305249023437,6.3202783203125,1,8.11832872724738,4,8.26000022888184,0.532599985599518,351.869178160561
56,44.0006640625,-36.02291015625,1,8.0346020646973,4,8.26000022888184,0.532599985599518,349.689367637787
57,25.9705883789063,36.6490600585937,1,8.06840803874278,4,8.26000022888184,0.532599985599518,350.569591675224
58,4.90021118164062,37.571953125,1,8.11281833517593,4,8.26000022888184,0.532599985599518,351.725739158934
59,32.0064404296875,6.24805053710937,1,8.11432210269471,4,8.26000022888184,0.532599985599518,351.764883505691
60,-24.34619140625,16.832578125,1,7.97438649959908,4,8.26000022888184,0.532599985599518,348.121198464073
61,40.880859375,11.6418420410156,1,7.99474505136102,4,8.26000022888184,0.532599985599518,348.651431508358
62,35.8349072265625,3.40617370605469,1,8.04636241829819,4,8.26000022888184,0.532599985599518,349.995592138946
63,42.7758349609375,-46.7276220703125,1,8.06020518815924,4,8.26000022888184,0.532599985599518,350.356021014048
64,-3.54161834716797,14.1285632324219,1,8.01932892272802,4,8.26000022888184,0.532599985599518,349.291652423229
65,-22.7300561523437,-5.43288452148438,1,8.06221152704466,4,8.26000022888184,0.532599985599518,350.408259026345
66,49.772705078125,1.50838470458984,1,7.98138680925581,4,8.26000022888184,0.532599985599518,348.303524691471
67,-28.892373046875,44.43955078125,1,8.06013578448194,4,8.26000022888184,0.532599985599518,350.354213978493
68,22.0668188476563,-16.1968627929688,1,8.06436815958389,4,8.26000022888184,0.532599985599518,350.464409674018
69,1.22116088867188,43.8332080078125,1,8.11244348989763,4,8.26000022888184,0.532599985599518,351.71598157982
70,10.3618542480469,-23.07212890625,1,8.06535724529038,4,8.26000022888184,0.532599985599518,350.490161600207
71,-49.1548974609375,2.08162689208984,1,8.0678544002248,4,8.26000022888184,0.532599985599518,350.555177286722
72,1.38359832763672,-34.82541015625,1,8.09811577036561,4,8.26000022888184,0.532599985599518,351.343006078257
73,-49.85880859375,21.7536328125,1,8.03225695863429,4,8.26000022888184,0.532599985599518,349.628302308378
74,-6.66308959960937,-29.9223071289063,1,7.95943982247118,4,8.26000022888184,0.532599985599518,347.731887855237
75,-29.4574609375,30.722900390625,1,7.99851557566007,4,8.26000022888184,0.532599985599518,348.74962891147
76,-36.1099389648437,-2.64951721191406,1,8.06230537957504,4,8.26000022888184,0.532599985599518,350.410702605739
77,-0.750583648681641,-38.2581713867188,1,8.00979944112174,4,8.26000022888184,0.532599985599518,349.043490383562
78,19.1920141601563,-48.8147900390625,1,8.00433234763639,4,8.26000022888184,0.532599985599518,348.901114631489
79,-41.3696533203125,-36.9825512695313,1,8.09835842388656,4,8.26000022888184,0.532599985599518,351.34932295607
80,-19.2747521972656,-26.49693359375,1,8.10527011061739,4,8.26000022888184,0.532599985599518,351.529248780967
