Index,X,Y,Species,DBH,Age,a,b,Height
1,-4.27831176757813,-4.85566223144531,2,53.9241076000941,21,7.98999977111816,0.532599985599518,1431.31078372879
2,-3.98963653564453,-4.85566223144531,3,46.9149291595565,21,8.59000015258789,0.492599993944168,1280.7672769252
3,-3.70096160888672,-4.85566223144531,1,54.6854626517628,21,8.20899963378906,0.535199999809265,1435.94810979429
4,-3.41228637695313,-4.85566223144531,2,53.0978376059955,21,7.98999977111816,0.532599985599518,1413.83900462516
5,-3.12361145019531,-4.85566223144531,3,45.4421104290214,21,8.59000015258789,0.492599993944168,1248.4618045661
6,-2.8349365234375,-4.85566223144531,1,54.2601165186168,21,8.20899963378906,0.535199999809265,1426.62207873454
7,-2.54626129150391,-4.85566223144531,2,55.3399345992982,21,7.98999977111816,0.532599985599518,1461.07815054637
8,-2.2575862121582,-4.85566223144531,3,46.839142804417,21,8.59000015258789,0.492599993944168,1279.11064170014
9,-1.9689111328125,-4.85566223144531,1,55.2632682152569,21,8.20899963378906,0.535199999809265,1448.59740726968
10,-1.6802360534668,-4.85566223144531,2,53.1923401175559,21,7.98999977111816,0.532599985599518,1415.84101558397
11,-1.39156097412109,-4.85566223144531,3,45.638690630074,21,8.59000015258789,0.492599993944168,1252.78718315625
12,-1.10288597106934,-4.85566223144531,1,55.3655451818034,21,8.20899963378906,0.535199999809265,1450.8341082577
13,-0.814210815429688,-4.85566223144531,2,55.4636610999649,21,7.98999977111816,0.532599985599518,1463.66921609132
14,-0.525535697937012,-4.85566223144531,3,46.7910638167176,21,8.59000015258789,0.492599993944168,1278.05934915896
15,-0.236860580444336,-4.85566223144531,1,55.8956746457154,21,8.20899963378906,0.535199999809265,1462.41625008276
16,0.0518145561218262,-4.85566223144531,2,54.7052227668019,21,7.98999977111816,0.532599985599518,1447.76018881631
17,0.340489692687988,-4.85566223144531,3,45.57589497165,21,8.59000015258789,0.492599993944168,1251.40593452693
18,0.629164810180664,-4.85566223144531,1,53.7131985435969,21,8.20899963378906,0.535199999809265,1414.61258655807
19,0.917839965820312,-4.85566223144531,2,53.7142736254884,21,7.98999977111816,0.532599985599518,1426.88072815269
20,1.20651504516602,-4.85566223144531,3,46.7857550122353,21,8.59000015258789,0.492599993944168,1277.94325187711
21,1.49519012451172,-4.85566223144531,1,55.8111997306704,21,8.20899963378906,0.535199999809265,1460.57193016491
22,1.78386520385742,-4.85566223144531,2,55.2794238329751,21,7.98999977111816,0.532599985599518,1459.81034146212
23,2.07254028320313,-4.85566223144531,3,46.4682913847588,21,8.59000015258789,0.492599993944168,1270.99518379174
24,2.36121536254883,-4.85566223144531,1,55.7829316984251,21,8.20899963378906,0.535199999809265,1459.95465388127
25,2.64989044189453,-4.85566223144531,2,54.5774049397269,21,7.98999977111816,0.532599985599518,1445.0729825618
26,2.93856536865234,-4.85566223144531,3,46.202267869912,21,8.59000015258789,0.492599993944168,1265.16459144548
27,3.22724060058594,-4.85566223144531,1,55.1065042857258,21,8.20899963378906,0.535199999809265,1445.16776011194
28,3.51591552734375,-4.85566223144531,2,54.9403479184512,21,7.98999977111816,0.532599985599518,1452.69880244163
29,3.80459075927734,-4.85566223144531,3,45.9128901374,21,8.59000015258789,0.492599993944168,1258.81348304339
30,4.09326599121094,-4.85566223144531,1,54.3999214436793,21,8.20899963378906,0.535199999809265,1429.68875033895
31,4.38194122314453,-4.85566223144531,2,53.1224135027021,21,7.98999977111816,0.532599985599518,1414.35973103043
32,4.67061676025391,-4.85566223144531,3,45.3582566288695,21,8.59000015258789,0.492599993944168,1246.61549366227
33,4.9592919921875,-4.85566223144531,1,58.1077691510413,21,8.20899963378906,0.535199999809265,1510.5412737527
34,-5,-4.56698699951172,2,55.6249518407817,21,7.98999977111816,0.532599985599518,1467.04447386209
35,-4.71132476806641,-4.56698699951172,3,46.460589096612,21,8.59000015258789,0.492599993944168,1270.82647531535
36,-4.42264953613281,-4.56698699951172,1,54.332518496755,21,8.20899963378906,0.535199999809265,1428.21040666451
37,-4.13397399902344,-4.56698699951172,2,55.3772899385501,21,7.98999977111816,0.532599985599518,1461.86061519035
38,-3.84529907226562,-4.56698699951172,3,45.4684182138633,21,8.59000015258789,0.492599993944168,1249.04089905729
39,-3.55662384033203,-4.56698699951172,1,52.9048789794593,21,8.20899963378906,0.535199999809265,1396.82621825183
40,-3.26794891357422,-4.56698699951172,2,54.4819878882891,21,7.98999977111816,0.532599985599518,1443.06581502132
41,-2.97927368164062,-4.56698699951172,3,46.1096491176113,21,8.59000015258789,0.492599993944168,1263.13282495617
42,-2.69059875488281,-4.56698699951172,1,55.029073979573,21,8.20899963378906,0.535199999809265,1443.47314601839
43,-2.40192367553711,-4.56698699951172,2,54.9065119327663,21,7.98999977111816,0.532599985599518,1451.98847140761
44,-2.11324859619141,-4.56698699951172,3,45.4637004257168,21,8.59000015258789,0.492599993944168,1248.93705523475
45,-1.8245735168457,-4.56698699951172,1,52.7172639190937,21,8.20899963378906,0.535199999809265,1392.69161950203
46,-1.5358984375,-4.56698699951172,2,53.7053687316598,21,7.98999977111816,0.532599985599518,1426.69262149706
47,-1.2472233581543,-4.56698699951172,3,45.5270177539635,21,8.59000015258789,0.492599993944168,1250.33054118622
48,-0.958548278808594,-4.56698699951172,1,53.6887289031288,21,8.20899963378906,0.535199999809265,1414.07479937027
49,-0.669873123168945,-4.56698699951172,2,54.7440403922935,21,7.98999977111816,0.532599985599518,1448.57593166875
50,-0.38119800567627,-4.56698699951172,3,45.9744465686544,21,8.59000015258789,0.492599993944168,1260.16524541876
51,-0.0925228595733643,-4.56698699951172,1,53.8538820516085,21,8.20899963378906,0.535199999809265,1417.70370845294
52,0.196152267456055,-4.56698699951172,2,53.9893116695105,21,7.98999977111816,0.532599985599518,1432.68641971966
53,0.48482738494873,-4.56698699951172,3,45.0934296542346,21,8.59000015258789,0.492599993944168,1240.77950806694
54,0.773502502441406,-4.56698699951172,1,53.3472695150092,21,8.20899963378906,0.535199999809265,1406.56608865071
55,1.06217765808105,-4.56698699951172,2,55.482894390366,21,7.98999977111816,0.532599985599518,1464.07184940348
56,1.35085266113281,-4.56698699951172,3,46.0378731649661,21,8.59000015258789,0.492599993944168,1261.55764955735
57,1.63952774047852,-4.56698699951172,1,54.0070920240946,21,8.20899963378906,0.535199999809265,1421.06854754844
58,1.92820281982422,-4.56698699951172,2,54.3274143699232,21,7.98999977111816,0.532599985599518,1439.81216864067
59,2.21687789916992,-4.56698699951172,3,45.5837453479119,21,8.59000015258789,0.492599993944168,1251.57863402855
60,2.50555297851563,-4.56698699951172,1,53.7720775064478,21,8.20899963378906,0.535199999809265,1415.90644732331
61,2.79422821044922,-4.56698699951172,2,54.2639513899895,21,7.98999977111816,0.532599985599518,1438.47558016443
62,3.08290313720703,-4.56698699951172,3,44.5432626001999,21,8.59000015258789,0.492599993944168,1228.63136350065
